feature_code,date_code,date_start,date_end,measurement,units,value,currently_smokes_cigarettes,type_of_tenure,household_type,gender,limiting_long_term_physical_or_mental_health_condition,age,date_diff,council_area
S12000030,2012,2012,NA,Percent,Percent Of Adults,21.9,Yes,All,All,All,All,35-64 years,NA,Stirling
S12000049,2012,2012,NA,Percent,Percent Of Adults,33.1,Yes,All,All,All,All,35-64 years,NA,Glasgow City
S12000006,2012,2012,NA,Percent,Percent Of Adults,25.6,Yes,All,All,All,All,35-64 years,NA,Dumfries and Galloway
S12000023,2012,2012,NA,Percent,Percent Of Adults,18.7,Yes,All,All,All,All,16-64 years,NA,Orkney Islands
S12000021,2012,2012,NA,Percent,Percent Of Adults,32,Yes,All,All,All,All,16-64 years,NA,North Ayrshire
S12000028,2012,2012,NA,Percent,Percent Of Adults,18.9,Yes,All,All,All,All,16-64 years,NA,South Ayrshire
S12000026,2012,2012,NA,Percent,Percent Of Adults,23.1,Yes,All,All,All,All,16-64 years,NA,Scottish Borders
S12000050,2012,2012,NA,Percent,Percent Of Adults,32.1,Yes,All,All,All,All,35-64 years,NA,North Lanarkshire
S12000045,2012,2012,NA,Percent,Percent Of Adults,13.5,Yes,All,All,All,All,16-64 years,NA,East Dunbartonshire
S12000045,2012,2012,NA,Percent,Percent Of Adults,13.5,Yes,All,All,All,All,16-64 years,NA,East Dunbartonshire
S12000014,2012,2012,NA,Percent,Percent Of Adults,11.8,Yes,All,All,All,All,65 years and over,NA,Falkirk
S12000045,2012,2012,NA,Percent,Percent Of Adults,16.8,Yes,All,All,All,All,35-64 years,NA,East Dunbartonshire
S12000045,2012,2012,NA,Percent,Percent Of Adults,16.8,Yes,All,All,All,All,35-64 years,NA,East Dunbartonshire
S12000038,2012,2012,NA,Percent,Percent Of Adults,32.3,Yes,All,All,All,All,35-64 years,NA,Renfrewshire
S12000038,2012,2012,NA,Percent,Percent Of Adults,32.3,Yes,All,All,All,All,35-64 years,NA,Renfrewshire
S12000040,2012,2012,NA,Percent,Percent Of Adults,29.5,Yes,All,All,All,All,16-34 years,NA,West Lothian
S12000041,2012,2012,NA,Percent,Percent Of Adults,26.5,Yes,All,All,All,All,35-64 years,NA,Angus
S12000041,2012,2012,NA,Percent,Percent Of Adults,26.5,Yes,All,All,All,All,35-64 years,NA,Angus
S12000040,2012,2012,NA,Percent,Percent Of Adults,26.3,Yes,All,All,All,All,16-64 years,NA,West Lothian
S12000011,2012,2012,NA,Percent,Percent Of Adults,17.6,Yes,All,All,All,All,16-64 years,NA,East Renfrewshire
S12000011,2012,2012,NA,Percent,Percent Of Adults,17.6,Yes,All,All,All,All,16-64 years,NA,East Renfrewshire
S12000038,2012,2012,NA,Percent,Percent Of Adults,31.6,Yes,All,All,All,All,16-64 years,NA,Renfrewshire
S12000038,2012,2012,NA,Percent,Percent Of Adults,31.6,Yes,All,All,All,All,16-64 years,NA,Renfrewshire
S12000029,2012,2012,NA,Percent,Percent Of Adults,27.6,Yes,All,All,All,All,16-64 years,NA,South Lanarkshire
S12000029,2012,2012,NA,Percent,Percent Of Adults,27.6,Yes,All,All,All,All,16-64 years,NA,South Lanarkshire
S12000035,2012,2012,NA,Percent,Percent Of Adults,38.1,Yes,All,All,All,All,16-64 years,NA,Argyll and Bute
S12000017,2012,2012,NA,Percent,Percent Of Adults,23.2,Yes,All,All,All,All,16-64 years,NA,Highland
S12000028,2012,2012,NA,Percent,Percent Of Adults,21.6,Yes,All,All,All,All,16-34 years,NA,South Ayrshire
S12000047,2012,2012,NA,Percent,Percent Of Adults,23.7,Yes,All,All,All,All,All,NA,Fife
S12000014,2012,2012,NA,Percent,Percent Of Adults,21.1,Yes,All,All,All,All,All,NA,Falkirk
S12000023,2012,2012,NA,Percent,Percent Of Adults,17.1,Yes,All,All,All,All,All,NA,Orkney Islands
S12000018,2012,2012,NA,Percent,Percent Of Adults,29.6,Yes,All,All,All,All,All,NA,Inverclyde
S12000018,2012,2012,NA,Percent,Percent Of Adults,29.6,Yes,All,All,All,All,All,NA,Inverclyde
S12000048,2012,2012,NA,Percent,Percent Of Adults,26.8,Yes,All,All,All,All,16-34 years,NA,Perth and Kinross
S12000030,2012,2012,NA,Percent,Percent Of Adults,13.4,Yes,All,All,All,All,65 years and over,NA,Stirling
S12000018,2012,2012,NA,Percent,Percent Of Adults,26.6,Yes,All,All,All,All,16-34 years,NA,Inverclyde
S12000018,2012,2012,NA,Percent,Percent Of Adults,26.6,Yes,All,All,All,All,16-34 years,NA,Inverclyde
S12000021,2012,2012,NA,Percent,Percent Of Adults,27.9,Yes,All,All,All,All,All,NA,North Ayrshire
S12000026,2012,2012,NA,Percent,Percent Of Adults,26.5,Yes,All,All,All,All,16-34 years,NA,Scottish Borders
S12000021,2012,2012,NA,Percent,Percent Of Adults,35.3,Yes,All,All,All,All,16-34 years,NA,North Ayrshire
S12000029,2012,2012,NA,Percent,Percent Of Adults,33.1,Yes,All,All,All,All,16-34 years,NA,South Lanarkshire
S12000029,2012,2012,NA,Percent,Percent Of Adults,33.1,Yes,All,All,All,All,16-34 years,NA,South Lanarkshire
S12000034,2012,2012,NA,Percent,Percent Of Adults,35.6,Yes,All,All,All,All,16-34 years,NA,Aberdeenshire
S12000010,2012,2012,NA,Percent,Percent Of Adults,10.1,Yes,All,All,All,All,65 years and over,NA,East Lothian
S12000033,2012,2012,NA,Percent,Percent Of Adults,9.4,Yes,All,All,All,All,65 years and over,NA,Aberdeen City
S12000027,2012,2012,NA,Percent,Percent Of Adults,8.8,Yes,All,All,All,All,65 years and over,NA,Shetland Islands
S12000035,2012,2012,NA,Percent,Percent Of Adults,16.8,Yes,All,All,All,All,65 years and over,NA,Argyll and Bute
S12000020,2012,2012,NA,Percent,Percent Of Adults,23.2,Yes,All,All,All,All,16-34 years,NA,Moray
S12000027,2012,2012,NA,Percent,Percent Of Adults,24.1,Yes,All,All,All,All,16-34 years,NA,Shetland Islands
S12000033,2012,2012,NA,Percent,Percent Of Adults,20.8,Yes,All,All,All,All,16-34 years,NA,Aberdeen City
S12000039,2012,2012,NA,Percent,Percent Of Adults,38.6,Yes,All,All,All,All,16-34 years,NA,West Dunbartonshire
S12000039,2012,2012,NA,Percent,Percent Of Adults,38.6,Yes,All,All,All,All,16-34 years,NA,West Dunbartonshire
S12000049,2012,2012,NA,Percent,Percent Of Adults,21.8,Yes,All,All,All,All,16-34 years,NA,Glasgow City
S12000050,2012,2012,NA,Percent,Percent Of Adults,27.2,Yes,All,All,All,All,All,NA,North Lanarkshire
S12000027,2012,2012,NA,Percent,Percent Of Adults,21.7,Yes,All,All,All,All,35-64 years,NA,Shetland Islands
S12000013,2012,2012,NA,Percent,Percent Of Adults,24.6,Yes,All,All,All,All,16-64 years,NA,Na h-Eileanan Siar
S12000006,2012,2012,NA,Percent,Percent Of Adults,23.5,Yes,All,All,All,All,All,NA,Dumfries and Galloway
S12000013,2012,2012,NA,Percent,Percent Of Adults,21.3,Yes,All,All,All,All,All,NA,Na h-Eileanan Siar
S12000005,2012,2012,NA,Percent,Percent Of Adults,26.1,Yes,All,All,All,All,All,NA,Clackmannanshire
S12000019,2012,2012,NA,Percent,Percent Of Adults,26.4,Yes,All,All,All,All,16-64 years,NA,Midlothian
S12000005,2012,2012,NA,Percent,Percent Of Adults,32,Yes,All,All,All,All,35-64 years,NA,Clackmannanshire
S12000008,2012,2012,NA,Percent,Percent Of Adults,27.6,Yes,All,All,All,All,35-64 years,NA,East Ayrshire
S12000005,2012,2012,NA,Percent,Percent Of Adults,29.3,Yes,All,All,All,All,16-64 years,NA,Clackmannanshire
S12000013,2012,2012,NA,Percent,Percent Of Adults,25.9,Yes,All,All,All,All,35-64 years,NA,Na h-Eileanan Siar
S12000011,2012,2012,NA,Percent,Percent Of Adults,15.1,Yes,All,All,All,All,All,NA,East Renfrewshire
S12000011,2012,2012,NA,Percent,Percent Of Adults,15.1,Yes,All,All,All,All,All,NA,East Renfrewshire
S12000039,2012,2012,NA,Percent,Percent Of Adults,33.4,Yes,All,All,All,All,All,NA,West Dunbartonshire
S12000039,2012,2012,NA,Percent,Percent Of Adults,33.4,Yes,All,All,All,All,All,NA,West Dunbartonshire
S12000020,2012,2012,NA,Percent,Percent Of Adults,20,Yes,All,All,All,All,All,NA,Moray
S12000010,2012,2012,NA,Percent,Percent Of Adults,24.8,Yes,All,All,All,All,All,NA,East Lothian
S12000049,2012,2012,NA,Percent,Percent Of Adults,26.2,Yes,All,All,All,All,All,NA,Glasgow City
S12000038,2012,2012,NA,Percent,Percent Of Adults,27.7,Yes,All,All,All,All,All,NA,Renfrewshire
S12000038,2012,2012,NA,Percent,Percent Of Adults,27.7,Yes,All,All,All,All,All,NA,Renfrewshire
S12000017,2012,2012,NA,Percent,Percent Of Adults,20.3,Yes,All,All,All,All,All,NA,Highland
S12000008,2012,2012,NA,Percent,Percent Of Adults,28.1,Yes,All,All,All,All,All,NA,East Ayrshire
S12000019,2012,2012,NA,Percent,Percent Of Adults,24.4,Yes,All,All,All,All,All,NA,Midlothian
S12000029,2012,2012,NA,Percent,Percent Of Adults,24.1,Yes,All,All,All,All,All,NA,South Lanarkshire
S12000029,2012,2012,NA,Percent,Percent Of Adults,24.1,Yes,All,All,All,All,All,NA,South Lanarkshire
S12000030,2012,2012,NA,Percent,Percent Of Adults,21.1,Yes,All,All,All,All,All,NA,Stirling
S12000010,2012,2012,NA,Percent,Percent Of Adults,25.9,Yes,All,All,Male,All,All,NA,East Lothian
S12000033,2012,2012,NA,Percent,Percent Of Adults,22.5,Yes,All,All,Male,All,All,NA,Aberdeen City
S12000017,2012,2012,NA,Percent,Percent Of Adults,23.1,Yes,All,All,Male,All,All,NA,Highland
S12000041,2012,2012,NA,Percent,Percent Of Adults,73.5,No,All,All,Male,All,All,NA,Angus
S12000041,2012,2012,NA,Percent,Percent Of Adults,73.5,No,All,All,Male,All,All,NA,Angus
S12000013,2012,2012,NA,Percent,Percent Of Adults,28,Yes,All,All,Male,All,All,NA,Na h-Eileanan Siar
S12000034,2012,2012,NA,Percent,Percent Of Adults,24.6,Yes,All,All,Male,All,All,NA,Aberdeenshire
S12000028,2012,2012,NA,Percent,Percent Of Adults,15.1,Yes,All,All,Male,All,All,NA,South Ayrshire
S12000019,2012,2012,NA,Percent,Percent Of Adults,29.5,Yes,All,All,Male,All,All,NA,Midlothian
S12000011,2012,2012,NA,Percent,Percent Of Adults,16.4,Yes,All,All,Male,All,All,NA,East Renfrewshire
S12000011,2012,2012,NA,Percent,Percent Of Adults,16.4,Yes,All,All,Male,All,All,NA,East Renfrewshire
S12000041,2012,2012,NA,Percent,Percent Of Adults,26.5,Yes,All,All,Male,All,All,NA,Angus
S12000041,2012,2012,NA,Percent,Percent Of Adults,26.5,Yes,All,All,Male,All,All,NA,Angus
S12000029,2012,2012,NA,Percent,Percent Of Adults,75.6,No,All,All,Male,All,All,NA,South Lanarkshire
S12000029,2012,2012,NA,Percent,Percent Of Adults,75.6,No,All,All,Male,All,All,NA,South Lanarkshire
S12000047,2012,2012,NA,Percent,Percent Of Adults,72.8,No,All,All,Male,All,All,NA,Fife
S12000028,2012,2012,NA,Percent,Percent Of Adults,85,No,All,All,Male,All,All,NA,South Ayrshire
S12000034,2012,2012,NA,Percent,Percent Of Adults,75.4,No,All,All,Male,All,All,NA,Aberdeenshire
S12000045,2012,2012,NA,Percent,Percent Of Adults,9.8,Yes,All,All,Male,All,All,NA,East Dunbartonshire
S12000045,2012,2012,NA,Percent,Percent Of Adults,9.8,Yes,All,All,Male,All,All,NA,East Dunbartonshire
S12000005,2012,2012,NA,Percent,Percent Of Adults,78.9,No,All,All,Male,All,All,NA,Clackmannanshire
S12000042,2012,2012,NA,Percent,Percent Of Adults,73.1,No,All,All,Male,All,All,NA,Dundee City
S12000042,2012,2012,NA,Percent,Percent Of Adults,73.1,No,All,All,Male,All,All,NA,Dundee City
S12000035,2012,2012,NA,Percent,Percent Of Adults,63.8,No,All,All,Male,All,All,NA,Argyll and Bute
S12000028,2012,2012,NA,Percent,Percent Of Adults,15.9,Yes,All,All,Female,All,All,NA,South Ayrshire
S12000042,2012,2012,NA,Percent,Percent Of Adults,30.4,Yes,All,All,Female,All,All,NA,Dundee City
S12000042,2012,2012,NA,Percent,Percent Of Adults,30.4,Yes,All,All,Female,All,All,NA,Dundee City
S12000048,2012,2012,NA,Percent,Percent Of Adults,77.5,No,All,All,Male,All,All,NA,Perth and Kinross
S12000029,2012,2012,NA,Percent,Percent Of Adults,24.2,Yes,All,All,Female,All,All,NA,South Lanarkshire
S12000029,2012,2012,NA,Percent,Percent Of Adults,24.2,Yes,All,All,Female,All,All,NA,South Lanarkshire
S12000041,2012,2012,NA,Percent,Percent Of Adults,20.4,Yes,All,All,Female,All,All,NA,Angus
S12000041,2012,2012,NA,Percent,Percent Of Adults,20.4,Yes,All,All,Female,All,All,NA,Angus
S12000029,2012,2012,NA,Percent,Percent Of Adults,75.8,No,All,All,Female,All,All,NA,South Lanarkshire
S12000029,2012,2012,NA,Percent,Percent Of Adults,75.8,No,All,All,Female,All,All,NA,South Lanarkshire
S12000030,2012,2012,NA,Percent,Percent Of Adults,19,Yes,All,All,Female,All,All,NA,Stirling
S12000040,2012,2012,NA,Percent,Percent Of Adults,18.8,Yes,All,All,Female,All,All,NA,West Lothian
S12000038,2012,2012,NA,Percent,Percent Of Adults,73.3,No,All,All,Female,All,All,NA,Renfrewshire
S12000038,2012,2012,NA,Percent,Percent Of Adults,73.3,No,All,All,Female,All,All,NA,Renfrewshire
S12000036,2012,2012,NA,Percent,Percent Of Adults,19.7,Yes,All,All,Female,All,All,NA,City of Edinburgh
S12000020,2012,2012,NA,Percent,Percent Of Adults,77,No,All,All,Male,All,All,NA,Moray
S12000040,2012,2012,NA,Percent,Percent Of Adults,30,Yes,All,All,Male,All,All,NA,West Lothian
S12000017,2012,2012,NA,Percent,Percent Of Adults,76.9,No,All,All,Male,All,All,NA,Highland
S12000049,2012,2012,NA,Percent,Percent Of Adults,71.6,No,All,All,Male,All,All,NA,Glasgow City
S12000039,2012,2012,NA,Percent,Percent Of Adults,31.8,Yes,All,All,Male,All,All,NA,West Dunbartonshire
S12000039,2012,2012,NA,Percent,Percent Of Adults,31.8,Yes,All,All,Male,All,All,NA,West Dunbartonshire
S12000026,2012,2012,NA,Percent,Percent Of Adults,78.2,No,All,All,Male,All,All,NA,Scottish Borders
S12000050,2012,2012,NA,Percent,Percent Of Adults,70.4,No,All,All,Male,All,All,NA,North Lanarkshire
S12000013,2012,2012,NA,Percent,Percent Of Adults,72,No,All,All,Male,All,All,NA,Na h-Eileanan Siar
S12000008,2012,2012,NA,Percent,Percent Of Adults,69.3,No,All,All,Male,All,All,NA,East Ayrshire
S12000014,2012,2012,NA,Percent,Percent Of Adults,80.5,No,All,All,Male,All,All,NA,Falkirk
S12000030,2012,2012,NA,Percent,Percent Of Adults,76.6,No,All,All,Male,All,All,NA,Stirling
S12000008,2012,2012,NA,Percent,Percent Of Adults,30.7,Yes,All,All,Male,All,All,NA,East Ayrshire
S12000048,2012,2012,NA,Percent,Percent Of Adults,22.5,Yes,All,All,Male,All,All,NA,Perth and Kinross
S12000021,2012,2012,NA,Percent,Percent Of Adults,31.4,Yes,All,All,Male,All,All,NA,North Ayrshire
S12000026,2012,2012,NA,Percent,Percent Of Adults,21.8,Yes,All,All,Male,All,All,NA,Scottish Borders
S12000029,2012,2012,NA,Percent,Percent Of Adults,24,Yes,All,All,Male,All,All,NA,South Lanarkshire
S12000029,2012,2012,NA,Percent,Percent Of Adults,24,Yes,All,All,Male,All,All,NA,South Lanarkshire
S12000036,2012,2012,NA,Percent,Percent Of Adults,23.1,Yes,All,All,Male,All,All,NA,City of Edinburgh
S12000020,2012,2012,NA,Percent,Percent Of Adults,23,Yes,All,All,Male,All,All,NA,Moray
S12000023,2012,2012,NA,Percent,Percent Of Adults,21.1,Yes,All,All,Male,All,All,NA,Orkney Islands
S12000038,2012,2012,NA,Percent,Percent Of Adults,30,Yes,All,All,Male,All,All,NA,Renfrewshire
S12000038,2012,2012,NA,Percent,Percent Of Adults,30,Yes,All,All,Male,All,All,NA,Renfrewshire
S12000042,2012,2012,NA,Percent,Percent Of Adults,26.9,Yes,All,All,Male,All,All,NA,Dundee City
S12000042,2012,2012,NA,Percent,Percent Of Adults,26.9,Yes,All,All,Male,All,All,NA,Dundee City
S12000040,2012,2012,NA,Percent,Percent Of Adults,70,No,All,All,Male,All,All,NA,West Lothian
S12000006,2012,2012,NA,Percent,Percent Of Adults,75.7,No,All,All,Male,All,All,NA,Dumfries and Galloway
S12000010,2012,2012,NA,Percent,Percent Of Adults,74.1,No,All,All,Male,All,All,NA,East Lothian
S12000019,2012,2012,NA,Percent,Percent Of Adults,70.5,No,All,All,Male,All,All,NA,Midlothian
S12000039,2012,2012,NA,Percent,Percent Of Adults,67.5,No,All,All,Male,All,All,NA,West Dunbartonshire
S12000039,2012,2012,NA,Percent,Percent Of Adults,67.5,No,All,All,Male,All,All,NA,West Dunbartonshire
S12000011,2012,2012,NA,Percent,Percent Of Adults,83.6,No,All,All,Male,All,All,NA,East Renfrewshire
S12000011,2012,2012,NA,Percent,Percent Of Adults,83.6,No,All,All,Male,All,All,NA,East Renfrewshire
S12000038,2012,2012,NA,Percent,Percent Of Adults,70,No,All,All,Male,All,All,NA,Renfrewshire
S12000038,2012,2012,NA,Percent,Percent Of Adults,70,No,All,All,Male,All,All,NA,Renfrewshire
S12000014,2012,2012,NA,Percent,Percent Of Adults,19.5,Yes,All,All,Male,All,All,NA,Falkirk
S12000030,2012,2012,NA,Percent,Percent Of Adults,23.4,Yes,All,All,Male,All,All,NA,Stirling
S12000027,2012,2012,NA,Percent,Percent Of Adults,74.6,No,All,All,Male,All,All,NA,Shetland Islands
S12000049,2012,2012,NA,Percent,Percent Of Adults,28,Yes,All,All,Male,All,All,NA,Glasgow City
S12000047,2012,2012,NA,Percent,Percent Of Adults,27.1,Yes,All,All,Male,All,All,NA,Fife
S12000033,2012,2012,NA,Percent,Percent Of Adults,77.5,No,All,All,Male,All,All,NA,Aberdeen City
S12000023,2012,2012,NA,Percent,Percent Of Adults,78.6,No,All,All,Male,All,All,NA,Orkney Islands
S12000027,2012,2012,NA,Percent,Percent Of Adults,25.4,Yes,All,All,Male,All,All,NA,Shetland Islands
S12000021,2012,2012,NA,Percent,Percent Of Adults,68.6,No,All,All,Male,All,All,NA,North Ayrshire
S12000050,2012,2012,NA,Percent,Percent Of Adults,29.1,Yes,All,All,Male,All,All,NA,North Lanarkshire
S12000005,2012,2012,NA,Percent,Percent Of Adults,21.1,Yes,All,All,Male,All,All,NA,Clackmannanshire
S12000035,2012,2012,NA,Percent,Percent Of Adults,36.2,Yes,All,All,Male,All,All,NA,Argyll and Bute
S12000036,2012,2012,NA,Percent,Percent Of Adults,76.4,No,All,All,Male,All,All,NA,City of Edinburgh
S12000045,2012,2012,NA,Percent,Percent Of Adults,90.2,No,All,All,Male,All,All,NA,East Dunbartonshire
S12000045,2012,2012,NA,Percent,Percent Of Adults,90.2,No,All,All,Male,All,All,NA,East Dunbartonshire
S12000018,2012,2012,NA,Percent,Percent Of Adults,69.8,No,All,All,Male,All,All,NA,Inverclyde
S12000018,2012,2012,NA,Percent,Percent Of Adults,69.8,No,All,All,Male,All,All,NA,Inverclyde
S12000006,2012,2012,NA,Percent,Percent Of Adults,24.2,Yes,All,All,Male,All,All,NA,Dumfries and Galloway
S12000018,2012,2012,NA,Percent,Percent Of Adults,30.2,Yes,All,All,Male,All,All,NA,Inverclyde
S12000018,2012,2012,NA,Percent,Percent Of Adults,30.2,Yes,All,All,Male,All,All,NA,Inverclyde
S12000011,2012,2012,NA,Percent,Percent Of Adults,85.5,No,All,All,Female,All,All,NA,East Renfrewshire
S12000011,2012,2012,NA,Percent,Percent Of Adults,85.5,No,All,All,Female,All,All,NA,East Renfrewshire
S12000005,2012,2012,NA,Percent,Percent Of Adults,30.8,Yes,All,All,Female,All,All,NA,Clackmannanshire
S12000027,2012,2012,NA,Percent,Percent Of Adults,13.7,Yes,All,All,Female,All,All,NA,Shetland Islands
S12000010,2012,2012,NA,Percent,Percent Of Adults,23.8,Yes,All,All,Female,All,All,NA,East Lothian
S12000050,2012,2012,NA,Percent,Percent Of Adults,74.4,No,All,All,Female,All,All,NA,North Lanarkshire
S12000034,2012,2012,NA,Percent,Percent Of Adults,22,Yes,All,All,Female,All,All,NA,Aberdeenshire
S12000045,2012,2012,NA,Percent,Percent Of Adults,14.1,Yes,All,All,Female,All,All,NA,East Dunbartonshire
S12000045,2012,2012,NA,Percent,Percent Of Adults,14.1,Yes,All,All,Female,All,All,NA,East Dunbartonshire
S12000023,2012,2012,NA,Percent,Percent Of Adults,86.8,No,All,All,Female,All,All,NA,Orkney Islands
S12000021,2012,2012,NA,Percent,Percent Of Adults,75.1,No,All,All,Female,All,All,NA,North Ayrshire
S12000049,2012,2012,NA,Percent,Percent Of Adults,75.2,No,All,All,Female,All,All,NA,Glasgow City
S12000050,2012,2012,NA,Percent,Percent Of Adults,25.4,Yes,All,All,Female,All,All,NA,North Lanarkshire
S12000048,2012,2012,NA,Percent,Percent Of Adults,80.5,No,All,All,Female,All,All,NA,Perth and Kinross
S12000018,2012,2012,NA,Percent,Percent Of Adults,71,No,All,All,Female,All,All,NA,Inverclyde
S12000018,2012,2012,NA,Percent,Percent Of Adults,71,No,All,All,Female,All,All,NA,Inverclyde
S12000033,2012,2012,NA,Percent,Percent Of Adults,78.6,No,All,All,Female,All,All,NA,Aberdeen City
S12000030,2012,2012,NA,Percent,Percent Of Adults,23.1,Yes,All,All,All,All,16-64 years,NA,Stirling
S12000042,2012,2012,NA,Percent,Percent Of Adults,32.5,Yes,All,All,All,All,16-64 years,NA,Dundee City
S12000042,2012,2012,NA,Percent,Percent Of Adults,32.5,Yes,All,All,All,All,16-64 years,NA,Dundee City
S12000014,2012,2012,NA,Percent,Percent Of Adults,23.5,Yes,All,All,All,All,16-64 years,NA,Falkirk
S12000033,2012,2012,NA,Percent,Percent Of Adults,24.5,Yes,All,All,All,All,16-64 years,NA,Aberdeen City
S12000034,2012,2012,NA,Percent,Percent Of Adults,25.3,Yes,All,All,All,All,16-64 years,NA,Aberdeenshire
S12000042,2012,2012,NA,Percent,Percent Of Adults,69.7,No,All,All,Female,All,All,NA,Dundee City
S12000042,2012,2012,NA,Percent,Percent Of Adults,69.7,No,All,All,Female,All,All,NA,Dundee City
S12000019,2012,2012,NA,Percent,Percent Of Adults,19.9,Yes,All,All,Female,All,All,NA,Midlothian
S12000023,2012,2012,NA,Percent,Percent Of Adults,13.2,Yes,All,All,Female,All,All,NA,Orkney Islands
S12000033,2012,2012,NA,Percent,Percent Of Adults,21.4,Yes,All,All,Female,All,All,NA,Aberdeen City
S12000028,2012,2012,NA,Percent,Percent Of Adults,83.7,No,All,All,Female,All,All,NA,South Ayrshire
S12000010,2012,2012,NA,Percent,Percent Of Adults,29,Yes,All,All,All,All,16-64 years,NA,East Lothian
S12000026,2012,2012,NA,Percent,Percent Of Adults,81.5,No,All,All,Female,All,All,NA,Scottish Borders
S12000008,2012,2012,NA,Percent,Percent Of Adults,25.7,Yes,All,All,Female,All,All,NA,East Ayrshire
S12000038,2012,2012,NA,Percent,Percent Of Adults,25.6,Yes,All,All,Female,All,All,NA,Renfrewshire
