feature_code,date_code,measurement,units,value,sex,age,simd_quintiles,urban_rural_classification
S92000003,2008-2010,Count,Years,73.88,Male,0 years,2,All
S92000003,2008-2010,Count,Years,78.97,Female,0 years,2,All
S92000003,2008-2010,95% Upper Confidence Limit,Years,82.17,Female,0 years,4,All
S92000003,2008-2010,95% Lower Confidence Limit,Years,80.19,Female,0 years,All,All
S12000005,2008-2010,Count,Years,80.52,Female,0 years,All,All
S12000005,2008-2010,Count,Years,75.62,Male,0 years,All,All
S12000005,2008-2010,95% Upper Confidence Limit,Years,76.6,Male,0 years,All,All
S12000005,2008-2010,95% Lower Confidence Limit,Years,74.63,Male,0 years,All,All
S12000005,2008-2010,95% Upper Confidence Limit,Years,81.39,Female,0 years,All,All
S12000005,2008-2010,95% Lower Confidence Limit,Years,79.65,Female,0 years,All,All
S12000006,2008-2010,95% Upper Confidence Limit,Years,77.34,Male,0 years,All,All
S12000006,2008-2010,95% Lower Confidence Limit,Years,80.82,Female,0 years,All,All
S12000006,2008-2010,95% Lower Confidence Limit,Years,76.16,Male,0 years,All,All
S12000006,2008-2010,95% Upper Confidence Limit,Years,81.85,Female,0 years,All,All
S12000006,2008-2010,Count,Years,81.34,Female,0 years,All,All
S12000006,2008-2010,Count,Years,76.75,Male,0 years,All,All
S12000008,2008-2010,95% Lower Confidence Limit,Years,78.77,Female,0 years,All,All
S12000008,2008-2010,95% Lower Confidence Limit,Years,74.78,Male,0 years,All,All
S12000008,2008-2010,Count,Years,79.36,Female,0 years,All,All
S12000008,2008-2010,95% Upper Confidence Limit,Years,76.05,Male,0 years,All,All
S12000008,2008-2010,95% Upper Confidence Limit,Years,79.96,Female,0 years,All,All
S12000008,2008-2010,Count,Years,75.42,Male,0 years,All,All
S12000010,2008-2010,Count,Years,81.06,Female,0 years,All,All
S12000010,2008-2010,Count,Years,77.32,Male,0 years,All,All
S12000010,2008-2010,95% Lower Confidence Limit,Years,76.6,Male,0 years,All,All
S12000010,2008-2010,95% Upper Confidence Limit,Years,78.05,Male,0 years,All,All
S12000010,2008-2010,95% Lower Confidence Limit,Years,80.43,Female,0 years,All,All
S12000010,2008-2010,95% Upper Confidence Limit,Years,81.7,Female,0 years,All,All
S12000011,2008-2010,Count,Years,82.18,Female,0 years,All,All
S12000011,2008-2010,95% Upper Confidence Limit,Years,82.86,Female,0 years,All,All
S12000011,2008-2010,95% Upper Confidence Limit,Years,79.05,Male,0 years,All,All
S12000011,2008-2010,Count,Years,78.28,Male,0 years,All,All
S12000011,2008-2010,95% Lower Confidence Limit,Years,77.51,Male,0 years,All,All
S12000011,2008-2010,95% Lower Confidence Limit,Years,81.49,Female,0 years,All,All
S12000013,2008-2010,95% Upper Confidence Limit,Years,83.31,Female,0 years,All,All
S12000013,2008-2010,Count,Years,74.45,Male,0 years,All,All
S12000013,2008-2010,95% Lower Confidence Limit,Years,73.12,Male,0 years,All,All
S12000013,2008-2010,Count,Years,82.15,Female,0 years,All,All
S12000013,2008-2010,95% Lower Confidence Limit,Years,80.98,Female,0 years,All,All
S12000013,2008-2010,95% Upper Confidence Limit,Years,75.79,Male,0 years,All,All
S12000014,2008-2010,95% Upper Confidence Limit,Years,80.71,Female,0 years,All,All
S12000014,2008-2010,Count,Years,80.21,Female,0 years,All,All
S12000014,2008-2010,95% Upper Confidence Limit,Years,76.97,Male,0 years,All,All
S12000014,2008-2010,95% Lower Confidence Limit,Years,79.71,Female,0 years,All,All
S12000014,2008-2010,95% Lower Confidence Limit,Years,75.87,Male,0 years,All,All
S12000014,2008-2010,Count,Years,76.42,Male,0 years,All,All
S12000017,2008-2010,Count,Years,76.46,Male,0 years,All,All
S12000017,2008-2010,95% Upper Confidence Limit,Years,76.95,Male,0 years,All,All
S12000017,2008-2010,95% Lower Confidence Limit,Years,81.04,Female,0 years,All,All
S12000017,2008-2010,95% Lower Confidence Limit,Years,75.96,Male,0 years,All,All
S12000017,2008-2010,Count,Years,81.47,Female,0 years,All,All
S12000017,2008-2010,95% Upper Confidence Limit,Years,81.91,Female,0 years,All,All
S12000018,2008-2010,Count,Years,73.24,Male,0 years,All,All
S12000018,2008-2010,95% Lower Confidence Limit,Years,78.37,Female,0 years,All,All
S12000018,2008-2010,95% Lower Confidence Limit,Years,72.43,Male,0 years,All,All
S12000018,2008-2010,95% Upper Confidence Limit,Years,79.98,Female,0 years,All,All
S12000018,2008-2010,95% Upper Confidence Limit,Years,74.05,Male,0 years,All,All
S12000018,2008-2010,Count,Years,79.17,Female,0 years,All,All
S12000019,2008-2010,95% Lower Confidence Limit,Years,75.87,Male,0 years,All,All
S12000019,2008-2010,95% Upper Confidence Limit,Years,81.95,Female,0 years,All,All
S12000019,2008-2010,Count,Years,76.63,Male,0 years,All,All
S12000019,2008-2010,95% Lower Confidence Limit,Years,80.71,Female,0 years,All,All
S12000019,2008-2010,Count,Years,81.33,Female,0 years,All,All
S12000019,2008-2010,95% Upper Confidence Limit,Years,77.38,Male,0 years,All,All
S12000020,2008-2010,95% Upper Confidence Limit,Years,82.2,Female,0 years,All,All
S12000020,2008-2010,95% Lower Confidence Limit,Years,80.84,Female,0 years,All,All
S12000020,2008-2010,Count,Years,81.52,Female,0 years,All,All
S12000020,2008-2010,Count,Years,77.07,Male,0 years,All,All
S12000020,2008-2010,95% Upper Confidence Limit,Years,77.82,Male,0 years,All,All
S12000020,2008-2010,95% Lower Confidence Limit,Years,76.33,Male,0 years,All,All
S12000021,2008-2010,Count,Years,79.53,Female,0 years,All,All
S12000021,2008-2010,95% Upper Confidence Limit,Years,80.09,Female,0 years,All,All
S12000021,2008-2010,95% Lower Confidence Limit,Years,74.51,Male,0 years,All,All
S12000021,2008-2010,95% Upper Confidence Limit,Years,75.77,Male,0 years,All,All
S12000021,2008-2010,Count,Years,75.14,Male,0 years,All,All
S12000021,2008-2010,95% Lower Confidence Limit,Years,78.98,Female,0 years,All,All
S12000023,2008-2010,95% Upper Confidence Limit,Years,79.49,Male,0 years,All,All
S12000023,2008-2010,95% Upper Confidence Limit,Years,83.08,Female,0 years,All,All
S12000023,2008-2010,Count,Years,81.71,Female,0 years,All,All
S12000023,2008-2010,95% Lower Confidence Limit,Years,80.33,Female,0 years,All,All
S12000023,2008-2010,95% Lower Confidence Limit,Years,76.17,Male,0 years,All,All
S12000023,2008-2010,Count,Years,77.83,Male,0 years,All,All
S12000026,2008-2010,95% Upper Confidence Limit,Years,78.31,Male,0 years,All,All
S12000026,2008-2010,95% Lower Confidence Limit,Years,80.87,Female,0 years,All,All
S12000026,2008-2010,Count,Years,77.63,Male,0 years,All,All
S12000026,2008-2010,95% Lower Confidence Limit,Years,76.95,Male,0 years,All,All
S12000026,2008-2010,Count,Years,81.46,Female,0 years,All,All
S12000026,2008-2010,95% Upper Confidence Limit,Years,82.06,Female,0 years,All,All
S12000027,2008-2010,95% Lower Confidence Limit,Years,75.49,Male,0 years,All,All
S12000027,2008-2010,Count,Years,80.61,Female,0 years,All,All
S12000027,2008-2010,95% Upper Confidence Limit,Years,78.43,Male,0 years,All,All
S12000027,2008-2010,Count,Years,76.96,Male,0 years,All,All
S12000027,2008-2010,95% Upper Confidence Limit,Years,82.28,Female,0 years,All,All
S12000027,2008-2010,95% Lower Confidence Limit,Years,78.94,Female,0 years,All,All
S12000028,2008-2010,95% Lower Confidence Limit,Years,75.59,Male,0 years,All,All
S12000028,2008-2010,Count,Years,76.27,Male,0 years,All,All
S12000028,2008-2010,95% Upper Confidence Limit,Years,76.95,Male,0 years,All,All
S12000028,2008-2010,95% Lower Confidence Limit,Years,80.44,Female,0 years,All,All
S12000028,2008-2010,Count,Years,81.01,Female,0 years,All,All
S12000028,2008-2010,95% Upper Confidence Limit,Years,81.59,Female,0 years,All,All
S12000029,2008-2010,95% Lower Confidence Limit,Years,75.28,Male,0 years,All,All
S12000029,2008-2010,95% Lower Confidence Limit,Years,79.76,Female,0 years,All,All
S12000029,2008-2010,95% Upper Confidence Limit,Years,76.06,Male,0 years,All,All
S12000029,2008-2010,Count,Years,75.67,Male,0 years,All,All
S12000029,2008-2010,95% Upper Confidence Limit,Years,80.44,Female,0 years,All,All
S12000029,2008-2010,Count,Years,80.1,Female,0 years,All,All
S12000030,2008-2010,95% Lower Confidence Limit,Years,80.98,Female,0 years,All,All
S12000030,2008-2010,95% Upper Confidence Limit,Years,78.61,Male,0 years,All,All
S12000030,2008-2010,95% Upper Confidence Limit,Years,82.34,Female,0 years,All,All
S12000030,2008-2010,Count,Years,77.84,Male,0 years,All,All
S12000030,2008-2010,Count,Years,81.66,Female,0 years,All,All
S12000030,2008-2010,95% Lower Confidence Limit,Years,77.07,Male,0 years,All,All
S12000033,2008-2010,Count,Years,80.79,Female,0 years,All,All
S12000033,2008-2010,Count,Years,76.14,Male,0 years,All,All
S12000033,2008-2010,95% Upper Confidence Limit,Years,76.61,Male,0 years,All,All
S12000033,2008-2010,95% Lower Confidence Limit,Years,75.66,Male,0 years,All,All
S12000033,2008-2010,95% Upper Confidence Limit,Years,81.21,Female,0 years,All,All
S12000033,2008-2010,95% Lower Confidence Limit,Years,80.37,Female,0 years,All,All
S12000034,2008-2010,95% Upper Confidence Limit,Years,81.95,Female,0 years,All,All
S12000034,2008-2010,Count,Years,81.55,Female,0 years,All,All
S12000034,2008-2010,95% Upper Confidence Limit,Years,78.45,Male,0 years,All,All
S12000034,2008-2010,95% Lower Confidence Limit,Years,77.56,Male,0 years,All,All
S12000034,2008-2010,Count,Years,78,Male,0 years,All,All
S12000034,2008-2010,95% Lower Confidence Limit,Years,81.15,Female,0 years,All,All
S12000035,2008-2010,95% Upper Confidence Limit,Years,77.43,Male,0 years,All,All
S12000035,2008-2010,95% Upper Confidence Limit,Years,81.42,Female,0 years,All,All
S12000035,2008-2010,95% Lower Confidence Limit,Years,80.11,Female,0 years,All,All
S12000035,2008-2010,95% Lower Confidence Limit,Years,75.99,Male,0 years,All,All
S12000035,2008-2010,Count,Years,80.76,Female,0 years,All,All
S12000035,2008-2010,Count,Years,76.71,Male,0 years,All,All
S12000036,2008-2010,Count,Years,81.36,Female,0 years,All,All
S12000036,2008-2010,Count,Years,76.79,Male,0 years,All,All
S12000036,2008-2010,95% Lower Confidence Limit,Years,81.05,Female,0 years,All,All
S12000036,2008-2010,95% Upper Confidence Limit,Years,77.12,Male,0 years,All,All
S12000036,2008-2010,95% Lower Confidence Limit,Years,76.46,Male,0 years,All,All
S12000036,2008-2010,95% Upper Confidence Limit,Years,81.67,Female,0 years,All,All
S12000038,2008-2010,Count,Years,79.66,Female,0 years,All,All
S12000038,2008-2010,95% Lower Confidence Limit,Years,73.38,Male,0 years,All,All
S12000038,2008-2010,95% Upper Confidence Limit,Years,80.12,Female,0 years,All,All
S12000038,2008-2010,95% Upper Confidence Limit,Years,74.52,Male,0 years,All,All
S12000038,2008-2010,95% Lower Confidence Limit,Years,79.2,Female,0 years,All,All
S12000038,2008-2010,Count,Years,73.95,Male,0 years,All,All
S12000041,2008-2010,Count,Years,77.61,Male,0 years,All,All
S12000041,2008-2010,95% Upper Confidence Limit,Years,81.13,Female,0 years,All,All
S12000041,2008-2010,95% Lower Confidence Limit,Years,79.85,Female,0 years,All,All
S12000041,2008-2010,Count,Years,80.49,Female,0 years,All,All
S12000041,2008-2010,95% Lower Confidence Limit,Years,76.91,Male,0 years,All,All
S12000041,2008-2010,95% Upper Confidence Limit,Years,78.32,Male,0 years,All,All
S12000042,2008-2010,Count,Years,73.6,Male,0 years,All,All
S12000042,2008-2010,95% Upper Confidence Limit,Years,79.4,Female,0 years,All,All
S12000042,2008-2010,95% Lower Confidence Limit,Years,72.95,Male,0 years,All,All
S12000042,2008-2010,95% Upper Confidence Limit,Years,74.26,Male,0 years,All,All
S12000042,2008-2010,95% Lower Confidence Limit,Years,78.25,Female,0 years,All,All
S12000042,2008-2010,Count,Years,78.82,Female,0 years,All,All
S12000045,2008-2010,Count,Years,79.27,Male,0 years,All,All
S12000045,2008-2010,95% Lower Confidence Limit,Years,81.55,Female,0 years,All,All
S12000045,2008-2010,95% Upper Confidence Limit,Years,82.9,Female,0 years,All,All
S12000045,2008-2010,95% Upper Confidence Limit,Years,79.95,Male,0 years,All,All
S12000045,2008-2010,Count,Years,82.23,Female,0 years,All,All
S12000045,2008-2010,95% Lower Confidence Limit,Years,78.59,Male,0 years,All,All
S08000015,2008-2010,Count,Years,75.58,Male,0 years,All,All
S08000015,2008-2010,Count,Years,79.94,Female,0 years,All,All
S08000015,2008-2010,95% Upper Confidence Limit,Years,75.95,Male,0 years,All,All
S08000015,2008-2010,95% Upper Confidence Limit,Years,80.27,Female,0 years,All,All
S08000015,2008-2010,95% Lower Confidence Limit,Years,75.2,Male,0 years,All,All
S08000015,2008-2010,95% Lower Confidence Limit,Years,79.6,Female,0 years,All,All
S08000016,2008-2010,95% Lower Confidence Limit,Years,80.87,Female,0 years,All,All
S08000016,2008-2010,95% Upper Confidence Limit,Years,82.06,Female,0 years,All,All
S08000016,2008-2010,Count,Years,81.46,Female,0 years,All,All
S08000016,2008-2010,Count,Years,77.63,Male,0 years,All,All
S08000016,2008-2010,95% Upper Confidence Limit,Years,78.31,Male,0 years,All,All
S08000016,2008-2010,95% Lower Confidence Limit,Years,76.95,Male,0 years,All,All
S08000017,2008-2010,95% Lower Confidence Limit,Years,76.16,Male,0 years,All,All
S08000017,2008-2010,95% Lower Confidence Limit,Years,80.82,Female,0 years,All,All
S08000017,2008-2010,95% Upper Confidence Limit,Years,77.34,Male,0 years,All,All
S08000017,2008-2010,95% Upper Confidence Limit,Years,81.85,Female,0 years,All,All
S08000017,2008-2010,Count,Years,76.75,Male,0 years,All,All
S08000017,2008-2010,Count,Years,81.34,Female,0 years,All,All
S08000019,2008-2010,Count,Years,76.69,Male,0 years,All,All
S08000019,2008-2010,95% Lower Confidence Limit,Years,76.28,Male,0 years,All,All
S08000019,2008-2010,95% Upper Confidence Limit,Years,81.06,Female,0 years,All,All
S08000019,2008-2010,95% Lower Confidence Limit,Years,80.33,Female,0 years,All,All
S08000019,2008-2010,95% Upper Confidence Limit,Years,77.1,Male,0 years,All,All
S08000019,2008-2010,Count,Years,80.7,Female,0 years,All,All
S08000020,2008-2010,95% Upper Confidence Limit,Years,77.46,Male,0 years,All,All
S08000020,2008-2010,Count,Years,81.27,Female,0 years,All,All
S08000020,2008-2010,Count,Years,77.17,Male,0 years,All,All
S08000020,2008-2010,95% Upper Confidence Limit,Years,81.54,Female,0 years,All,All
S08000020,2008-2010,95% Lower Confidence Limit,Years,81.01,Female,0 years,All,All
S08000020,2008-2010,95% Lower Confidence Limit,Years,76.87,Male,0 years,All,All
S08000022,2008-2010,95% Upper Confidence Limit,Years,76.91,Male,0 years,All,All
S08000022,2008-2010,Count,Years,81.24,Female,0 years,All,All
S08000022,2008-2010,95% Lower Confidence Limit,Years,80.88,Female,0 years,All,All
S08000022,2008-2010,95% Lower Confidence Limit,Years,76.1,Male,0 years,All,All
S08000022,2008-2010,95% Upper Confidence Limit,Years,81.61,Female,0 years,All,All
S08000022,2008-2010,Count,Years,76.5,Male,0 years,All,All
S08000024,2008-2010,95% Upper Confidence Limit,Years,81.24,Female,0 years,All,All
S08000024,2008-2010,Count,Years,81.02,Female,0 years,All,All
S08000024,2008-2010,95% Upper Confidence Limit,Years,77.03,Male,0 years,All,All
S08000024,2008-2010,95% Lower Confidence Limit,Years,80.79,Female,0 years,All,All
S08000024,2008-2010,95% Lower Confidence Limit,Years,76.54,Male,0 years,All,All
S08000024,2008-2010,Count,Years,76.78,Male,0 years,All,All
S08000025,2008-2010,Count,Years,81.71,Female,0 years,All,All
S08000025,2008-2010,95% Lower Confidence Limit,Years,80.33,Female,0 years,All,All
S08000025,2008-2010,95% Upper Confidence Limit,Years,79.49,Male,0 years,All,All
S08000025,2008-2010,Count,Years,77.83,Male,0 years,All,All
S08000025,2008-2010,95% Upper Confidence Limit,Years,83.08,Female,0 years,All,All
S08000025,2008-2010,95% Lower Confidence Limit,Years,76.17,Male,0 years,All,All
S08000026,2008-2010,95% Lower Confidence Limit,Years,75.49,Male,0 years,All,All
S08000026,2008-2010,95% Upper Confidence Limit,Years,78.43,Male,0 years,All,All
S08000026,2008-2010,Count,Years,76.96,Male,0 years,All,All
S08000026,2008-2010,95% Lower Confidence Limit,Years,78.94,Female,0 years,All,All
S08000026,2008-2010,Count,Years,80.61,Female,0 years,All,All
S08000026,2008-2010,95% Upper Confidence Limit,Years,82.28,Female,0 years,All,All
S08000028,2008-2010,95% Upper Confidence Limit,Years,83.31,Female,0 years,All,All
S08000028,2008-2010,95% Upper Confidence Limit,Years,75.79,Male,0 years,All,All
S08000028,2008-2010,95% Lower Confidence Limit,Years,80.98,Female,0 years,All,All
S08000028,2008-2010,Count,Years,74.45,Male,0 years,All,All
S08000028,2008-2010,Count,Years,82.15,Female,0 years,All,All
S08000028,2008-2010,95% Lower Confidence Limit,Years,73.12,Male,0 years,All,All
S12000047,2008-2010,Count,Years,80.28,Female,0 years,All,All
S12000047,2008-2010,95% Upper Confidence Limit,Years,80.63,Female,0 years,All,All
S12000047,2008-2010,95% Lower Confidence Limit,Years,75.9,Male,0 years,All,All
S12000047,2008-2010,Count,Years,76.28,Male,0 years,All,All
S12000047,2008-2010,95% Upper Confidence Limit,Years,76.65,Male,0 years,All,All
S12000047,2008-2010,95% Lower Confidence Limit,Years,79.94,Female,0 years,All,All
S12000048,2008-2010,Count,Years,78.83,Male,0 years,All,All
S12000048,2008-2010,95% Upper Confidence Limit,Years,82.62,Female,0 years,All,All
S12000048,2008-2010,Count,Years,82.1,Female,0 years,All,All
S12000048,2008-2010,95% Upper Confidence Limit,Years,79.4,Male,0 years,All,All
S12000048,2008-2010,95% Lower Confidence Limit,Years,78.26,Male,0 years,All,All
S12000048,2008-2010,95% Lower Confidence Limit,Years,81.58,Female,0 years,All,All
S08000029,2008-2010,Count,Years,76.28,Male,0 years,All,All
S08000029,2008-2010,95% Upper Confidence Limit,Years,76.65,Male,0 years,All,All
S08000029,2008-2010,95% Lower Confidence Limit,Years,75.9,Male,0 years,All,All
S08000029,2008-2010,95% Upper Confidence Limit,Years,80.63,Female,0 years,All,All
S08000029,2008-2010,95% Lower Confidence Limit,Years,79.94,Female,0 years,All,All
S08000029,2008-2010,Count,Years,80.28,Female,0 years,All,All
S08000030,2008-2010,Count,Years,76.64,Male,0 years,All,All
S08000030,2008-2010,95% Lower Confidence Limit,Years,76.26,Male,0 years,All,All
S08000030,2008-2010,95% Lower Confidence Limit,Years,80.18,Female,0 years,All,All
S08000030,2008-2010,95% Upper Confidence Limit,Years,80.84,Female,0 years,All,All
S08000030,2008-2010,Count,Years,80.51,Female,0 years,All,All
S08000030,2008-2010,95% Upper Confidence Limit,Years,77.01,Male,0 years,All,All
S08000031,2008-2010,95% Lower Confidence Limit,Years,78.23,Female,0 years,All,All
S08000031,2008-2010,Count,Years,78.43,Female,0 years,All,All
S08000031,2008-2010,Count,Years,72.88,Male,0 years,All,All
S08000031,2008-2010,95% Lower Confidence Limit,Years,72.66,Male,0 years,All,All
S08000031,2008-2010,95% Upper Confidence Limit,Years,73.09,Male,0 years,All,All
