FeatureCode,DateCode,Measurement,Units,Value,Currently Smokes Cigarettes,Type Of Tenure,Household Type,Gender,Limiting Long-term Physical or Mental Health Condition,Age
S13002492,2014-2017,Percent,Percent Of Adults,79.1,No,All,All,All,All,All
S13002492,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,86.3,No,All,All,All,All,All
S16000076,2012-2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,71.8,No,All,All,All,All,All
S13002488,2014-2017,Percent,Percent Of Adults,81.3,No,All,All,All,All,All
S12000034,2012,Percent,Percent Of Adults,85.5,No,All,Pensioners,All,All,All
S08000019,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,84.4,No,All,Adults,All,All,All
S12000023,2018,Percent,Percent Of Adults,84.3,No,All,All,All,All,All
S12000036,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,74.4,No,All,Adults,All,All,All
S16000078,2012-2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,77,No,All,All,All,All,All
S92000003,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,76.8,No,All,All,All,All,All
S16000079,2016-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,80.9,No,All,All,All,All,All
S13002627,2012-2015,Percent,Percent Of Adults,84.5,No,All,All,All,All,All
S12000038,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,73.3,No,All,Adults,All,All,All
S12000010,2012-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,74.9,No,All,All,All,All,All
S12000035,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,67.8,No,All,Adults,All,All,All
S12000021,2016,Percent,Percent Of Adults,66.2,No,All,Adults,All,All,All
S08000016,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,89.1,No,All,Adults,All,All,All
S12000020,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,81.2,No,All,Adults,All,All,All
S13002748,2012-2015,Percent,Percent Of Adults,69.4,No,All,All,All,All,All
S12000013,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,80.4,No,All,Adults,All,All,All
S12000039,2016-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,81.8,No,All,All,All,All,All
S13002490,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,87.5,No,All,All,All,All,All
S12000023,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,86.1,No,All,Adults,All,All,All
S12000050,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,64.8,No,All,Adults,All,All,All
S12000020,2016-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,82.7,No,All,All,All,All,All
S13002750,2012-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,71.3,No,All,All,All,All,All
S12000014,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,76.3,No,All,Adults,All,All,All
S12000018,2015,Percent,Percent Of Adults,74.9,No,All,All,All,All,All
S12000005,2012,Percent,Percent Of Adults,69.4,No,All,Adults,All,All,All
S12000034,2016,Percent,Percent Of Adults,82,No,All,Adults,All,All,All
S12000018,2016-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,77.7,No,All,All,All,All,All
S12000021,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,75.4,No,All,Adults,All,All,All
S13002818,2012-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,70.9,No,All,All,All,All,All
S13002829,2012-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,83.7,No,All,All,All,All,All
S12000029,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,72.4,No,All,Adults,All,All,All
S12000030,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,71.6,No,All,Adults,All,All,All
S12000005,2012-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,70.6,No,All,All,All,All,All
S12000042,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,76.3,No,All,All,All,All,All
S12000050,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,73.4,No,All,All,All,All,All
S12000026,2015,Percent,Percent Of Adults,77.1,No,All,Adults,All,All,All
S12000006,2015,Percent,Percent Of Adults,76.9,No,All,All,All,All,All
S12000035,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,85.1,No,All,Adults,All,All,All
S13002521,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,76.6,No,All,All,All,All,All
S12000035,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,83,No,All,Adults,All,All,All
S08000030,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,72.9,No,All,Adults,All,All,All
S12000041,2016-2017,Percent,Percent Of Adults,82.9,No,All,All,All,All,All
S12000010,2014,Percent,Percent Of Adults,75.2,No,All,Adults,All,All,All
S13002524,2014-2017,Percent,Percent Of Adults,76.9,No,All,All,All,All,All
S12000017,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,82.4,No,All,All,All,All,All
S08000019,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,76.4,No,All,Adults,All,All,All
S12000019,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,82.7,No,All,All,All,All,All
S08000015,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,78.2,No,All,Adults,All,All,All
S08000032,2012,Percent,Percent Of Adults,74.1,No,All,All,All,All,All
S16000078,2012-2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,86.8,No,All,All,All,All,All
S12000042,2015,Percent,Percent Of Adults,74.6,No,All,All,All,All,All
S12000047,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,65.8,No,All,Adults,All,All,All
S08000016,2015,Percent,Percent Of Adults,77.1,No,All,Adults,All,All,All
S13002622,2012-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,82.9,No,All,All,All,All,All
S12000038,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,65.5,No,All,Adults,All,All,All
S92000003,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,80.3,No,All,All,All,All,All
S92000003,2017,Percent,Percent Of Adults,78.6,No,All,Adults,All,All,All
S12000045,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,85.2,No,All,Adults,All,All,All
S13002678,2012-2015,Percent,Percent Of Adults,79.3,No,All,All,All,All,All
S12000035,2015,Percent,Percent Of Adults,79.4,No,All,All,All,All,All
S12000006,2016-2017,Percent,Percent Of Adults,77.4,No,All,All,All,All,All
S92000003,2012,Percent,Percent Of Adults,76.1,No,All,All,All,All,All
S12000027,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,87.7,No,All,All,All,All,All
S13002746,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,89.9,No,All,All,All,All,All
S12000008,2015,Percent,Percent Of Adults,78.8,No,All,All,All,All,All
S13002748,2014-2017,Percent,Percent Of Adults,77.1,No,All,All,All,All,All
S13002740,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,74.2,No,All,All,All,All,All
S12000018,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,76,No,All,All,All,All,All
S16000075,2016-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,85.9,No,All,All,All,All,All
S08000025,2016,Percent,Percent Of Adults,86.2,No,All,Adults,All,All,All
S12000010,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,82.9,No,All,Adults,All,All,All
S08000031,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,75.2,No,All,Adults,All,All,All
S13002794,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,85,No,All,All,All,All,All
S13002496,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,73.4,No,All,All,All,All,All
S12000026,2012,Percent,Percent Of Adults,79.9,No,All,All,All,All,All
S13002502,2014-2017,Percent,Percent Of Adults,89.2,No,All,All,All,All,All
S13002659,2012-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,80.7,No,All,All,All,All,All
S08000022,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,92.6,No,All,Pensioners,All,All,All
S12000027,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,93.9,No,All,All,All,All,All
S12000023,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,89.7,No,All,All,All,All,All
S13002793,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,74.1,No,All,All,All,All,All
S12000019,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,84.2,No,All,Adults,All,All,All
S12000008,2016-2017,Percent,Percent Of Adults,79.3,No,All,All,All,All,All
S08000022,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,81.2,No,All,Adults,All,All,All
S12000038,2014,Percent,Percent Of Adults,73.2,No,All,Adults,All,All,All
S13002489,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,72.2,No,All,All,All,All,All
S12000006,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,78,No,All,Adults,All,All,All
S14000050,2016-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,81.8,No,All,All,All,All,All
S12000018,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,61.9,No,All,Adults,All,All,All
S12000041,2016,Percent,Percent Of Adults,78.7,No,All,Adults,All,All,All
S12000021,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,66.6,No,All,Adults,All,All,All
S12000019,2016-2017,Percent,Percent Of Adults,80.8,No,All,All,All,All,All
S16000079,2016-2017,Percent,Percent Of Adults,75.7,No,All,All,All,All,All
S13002526,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,95.7,No,All,All,All,All,All
S13002833,2014-2017,Percent,Percent Of Adults,88.3,No,All,All,All,All,All
S12000042,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,67.8,No,All,Adults,All,All,All
S13002676,2012-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,62.8,No,All,All,All,All,All
S08000019,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,84.7,No,All,Adults,All,All,All
S13002546,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,78.8,No,All,All,All,All,All
S08000032,2013,Percent,Percent Of Adults,71.7,No,All,Adults,All,All,All
S12000021,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,82.7,No,All,All,All,All,All
S12000045,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,67.2,No,All,Adults,All,All,All
S12000050,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,69.2,No,All,All,All,All,All
S08000029,2013,Percent,Percent Of Adults,69.5,No,All,Adults,All,All,All
S12000019,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,85.9,No,All,All,All,All,All
S92000003,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,79.8,No,All,Adults,All,All,All
S92000003,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,77.6,No,All,Adults,All,All,All
S16000087,2016-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,70.7,No,All,All,All,All,All
S12000050,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,75.8,No,All,All,All,All,All
S12000047,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,82.9,No,All,Adults,All,All,All
S13002620,2012-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,88.9,No,All,All,All,All,All
S13002751,2014-2017,Percent,Percent Of Adults,72.9,No,All,All,All,All,All
S12000030,2012,Percent,Percent Of Adults,78.9,No,All,All,All,All,All
S12000045,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,95.2,No,All,Adults,All,All,All
S12000018,2016-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,84.1,No,All,All,All,All,All
S13002499,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,80.7,No,All,All,All,All,All
S12000018,2016-2017,Percent,Percent Of Adults,80.9,No,All,All,All,All,All
S13002493,2014-2017,Percent,Percent Of Adults,78.2,No,All,All,All,All,All
S08000030,2016,Percent,Percent Of Adults,76.8,No,All,Adults,All,All,All
S13002636,2012-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,94.2,No,All,All,All,All,All
S12000019,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,75.2,No,All,All,All,All,All
S13002537,2012-2015,Percent,Percent Of Adults,81.3,No,All,All,All,All,All
S12000005,2015,Percent,Percent Of Adults,78.1,No,All,All,All,All,All
S13002689,2012-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,83.5,No,All,All,All,All,All
S13002711,2012-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,73.6,No,All,All,All,All,All
S12000050,2012,Percent,Percent Of Adults,72.5,No,All,All,All,All,All
S13002507,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,78.9,No,All,All,All,All,All
S12000045,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,92.9,No,All,Adults,All,All,All
S12000018,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,64,No,All,Adults,All,All,All
S13002693,2012-2015,Percent,Percent Of Adults,77.9,No,All,All,All,All,All
S13002782,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,91.6,No,All,All,All,All,All
S13002686,2012-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,78.1,No,All,All,All,All,All
S13002688,2012-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,76.3,No,All,All,All,All,All
S12000038,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,79.2,No,All,Adults,All,All,All
S08000026,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,81,No,All,Adults,All,All,All
S12000042,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,76.7,No,All,Adults,All,All,All
S13002536,2012-2015,Percent,Percent Of Adults,81.9,No,All,All,All,All,All
S13002714,2012-2015,Percent,Percent Of Adults,77.3,No,All,All,All,All,All
S13002640,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,74.7,No,All,All,All,All,All
S08000030,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,83.2,No,All,Adults,All,All,All
S13002786,2014-2017,Percent,Percent Of Adults,78.7,No,All,All,All,All,All
S12000011,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,89.8,No,All,Pensioners,All,All,All
S13002522,2012-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,74.2,No,All,All,All,All,All
S12000018,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,79.8,No,All,All,All,All,All
S12000027,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,77.4,No,All,All,All,All,All
S13002507,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,93.9,No,All,All,All,All,All
S12000023,2013,Percent,Percent Of Adults,80,No,All,All,All,All,All
S12000018,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,61.6,No,All,Adults,All,All,All
S13002481,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,62.8,No,All,All,All,All,All
S16000074,2016-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,83.2,No,All,All,All,All,All
S16000075,2016-2017,Percent,Percent Of Adults,82.7,No,All,All,All,All,All
S08000025,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,82.1,No,All,Adults,All,All,All
S12000026,2012,Percent,Percent Of Adults,73.7,No,All,Adults,All,All,All
S08000015,2014,Percent,Percent Of Adults,74.5,No,All,Adults,All,All,All
S08000020,2017,Percent,Percent Of Adults,80.4,No,All,Adults,All,All,All
S12000008,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,83.7,No,All,Adults,All,All,All
S13002486,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,91.8,No,All,All,All,All,All
S13002528,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,83.8,No,All,All,All,All,All
S92000003,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,79.6,No,All,All,All,All,All
S13002739,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,93.2,No,All,All,All,All,All
S08000016,2012,Percent,Percent Of Adults,73.7,No,All,Adults,All,All,All
S14000039,2012-2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,73.6,No,All,All,All,All,All
S12000029,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,79,No,All,All,All,All,All
S08000020,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,79.2,No,All,Adults,All,All,All
S12000013,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,80.8,No,All,Adults,All,All,All
S14000051,2016-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,84.3,No,All,All,All,All,All
S12000029,2016,Percent,Percent Of Adults,78.8,No,All,Adults,All,All,All
S13002668,2012-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,76.2,No,All,All,All,All,All
S14000050,2016-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,87.6,No,All,All,All,All,All
S13002662,2012-2015,Percent,Percent Of Adults,79,No,All,All,All,All,All
S14000045,2016-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,84.4,No,All,All,All,All,All
S12000027,2016-2017,Percent,Percent Of Adults,79.1,No,All,All,All,All,All
S12000010,2015,Percent,Percent Of Adults,78.6,No,All,All,All,All,All
S13002748,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,69.9,No,All,All,All,All,All
S12000019,2013,Percent,Percent Of Adults,80.6,No,All,All,All,All,All
S12000020,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,75.6,No,All,All,All,All,All
S13002622,2012-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,68.1,No,All,All,All,All,All
S12000018,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,77,No,All,Adults,All,All,All
S12000014,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,61.9,No,All,Adults,All,All,All
S12000019,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,81.6,No,All,All,All,All,All
S12000013,2018,Percent,Percent Of Adults,77.3,No,All,Adults,All,All,All
S12000030,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,73.9,No,All,All,All,All,All
S12000017,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,73.3,No,All,Adults,All,All,All
S13002712,2012-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,61.4,No,All,All,All,All,All
S12000029,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,72.4,No,All,All,All,All,All
S12000019,2012,Percent,Percent Of Adults,75.6,No,All,All,All,All,All
S13002746,2014-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,74.1,No,All,All,All,All,All
S14000019,2012-2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,82.6,No,All,All,All,All,All
S08000029,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,70.9,No,All,Adults,All,All,All
S12000036,2018,Percent,Percent Of Adults,84.6,No,All,All,All,All,All
S12000005,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,87.9,No,All,Adults,All,All,All
S12000038,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,76,No,All,All,All,All,All
S08000025,2017,Percent,Percent Of Adults,81.3,No,All,All,All,All,All
S12000034,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,67.7,No,All,Adults,All,All,All
S12000036,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,80.9,No,All,Adults,All,All,All
